elec_demand_SE,elec_demand_S,elec_demand_NE,elec_demand_N,elec_demand_MW
10348,2955,1411,1411,2955
10257,2930,1398,1398,2930
10355,2957,1412,1412,2957
10783,3080,1470,1470,3080
11617,3318,1584,1584,3318
11749,3356,1602,1602,3356
11456,3271,1562,1562,3271
11004,3143,1500,1500,3143
10258,2930,1398,1398,2930
9264,2646,1263,1263,2646
8424,2406,1148,1148,2406
7872,2249,1073,1073,2249
7595,2169,1035,1035,2169
7465,2132,1018,1018,2132
7474,2134,1019,1019,2134
7725,2206,1053,1053,2206
8508,2429,1160,1160,2429
9893,2825,1349,1349,2825
10531,3008,1436,1436,3008
10533,3008,1436,1436,3008
10448,2984,1424,1424,2984
10389,2967,1416,1416,2967
10273,2934,1401,1401,2934
10107,2886,1378,1378,2886
10000,2856,1363,1363,2856
9842,2810,1342,1342,2810
9815,2803,1338,1338,2803
10105,2886,1378,1378,2886
11015,3146,1502,1502,3146
11357,3244,1549,1549,3244
11150,3185,1520,1520,3185
10778,3078,1469,1469,3078
10113,2888,1378,1378,2888
9187,2624,1252,1252,2624
8383,2394,1143,1143,2394
7882,2251,1075,1075,2251
7621,2177,1039,1039,2177
7510,2145,1024,1024,2145
7532,2151,1027,1027,2151
7775,2220,1060,1060,2220
8506,2429,1160,1160,2429
9834,2809,1341,1341,2809
10504,3000,1432,1432,3000
10505,3000,1432,1432,3000
10390,2967,1417,1417,2967
10310,2945,1405,1405,2945
10177,2906,1388,1388,2906
9970,2848,1359,1359,2848
9853,2814,1343,1343,2814
9719,2775,1325,1325,2775
9674,2763,1319,1319,2763
9959,2845,1358,1358,2845
10755,3071,1466,1466,3071
10886,3109,1484,1484,3109
10576,3020,1442,1442,3020
10178,2907,1388,1388,2907
9627,2749,1312,1312,2749
8895,2540,1212,1212,2540
8162,2331,1113,1113,2331
7613,2174,1038,1038,2174
7306,2086,996,996,2086
7122,2034,971,971,2034
7055,2015,962,962,2015
7132,2037,972,972,2037
7415,2118,1011,1011,2118
7941,2268,1083,1083,2268
8520,2433,1161,1161,2433
9199,2627,1254,1254,2627
9723,2777,1326,1326,2777
9970,2848,1359,1359,2848
10006,2858,1364,1364,2858
9914,2831,1352,1352,2831
9771,2790,1332,1332,2790
9628,2749,1312,1312,2749
9559,2730,1303,1303,2730
9852,2814,1343,1343,2814
10586,3023,1444,1444,3023
10731,3065,1463,1463,3065
10422,2976,1421,1421,2976
10081,2880,1374,1374,2880
9629,2750,1312,1312,2750
9059,2587,1235,1235,2587
8468,2419,1155,1155,2419
8033,2294,1095,1095,2294
7793,2226,1062,1062,2226
7711,2203,1051,1051,2203
7718,2204,1052,1052,2204
7822,2234,1066,1066,2234
8062,2303,1099,1099,2303
8451,2414,1152,1152,2414
8882,2537,1211,1211,2537
9489,2710,1293,1293,2710
9926,2835,1353,1353,2835
10142,2896,1383,1383,2896
10189,2910,1389,1389,2910
10146,2898,1383,1383,2898
10036,2866,1368,1368,2866
9926,2835,1353,1353,2835
9981,2850,1361,1361,2850
10404,2971,1418,1418,2971
11369,3247,1550,1550,3247
11758,3358,1603,1603,3358
11556,3301,1575,1575,3301
11152,3185,1520,1520,3185
10484,2994,1429,1429,2994
9722,2776,1325,1325,2776
8998,2569,1226,1226,2569
8505,2429,1160,1160,2429
8265,2360,1126,1126,2360
8168,2333,1114,1114,2333
8189,2339,1116,1116,2339
8428,2407,1149,1149,2407
9147,2612,1247,1247,2612
10459,2987,1426,1426,2987
11099,3170,1514,1514,3170
11148,3184,1520,1520,3184
11081,3165,1510,1510,3165
11015,3146,1502,1502,3146
10917,3118,1489,1489,3118
10710,3059,1460,1460,3059
10549,3013,1439,1439,3013
10359,2958,1412,1412,2958
10290,2939,1403,1403,2939
10536,3009,1436,1436,3009
11403,3256,1555,1555,3256
11764,3360,1604,1604,3360
11544,3296,1574,1574,3296
11133,3180,1518,1518,3180
10421,2976,1421,1421,2976
9484,2709,1293,1293,2709
8634,2465,1177,1177,2465
8090,2310,1103,1103,2310
7811,2231,1065,1065,2231
7709,2202,1051,1051,2202
7707,2201,1050,1050,2201
7943,2269,1083,1083,2269
8680,2479,1183,1183,2479
10023,2863,1367,1367,2863
10659,3044,1454,1454,3044
10701,3056,1459,1459,3056
10668,3046,1454,1454,3046
10648,3041,1452,1452,3041
10556,3015,1439,1439,3015
10434,2980,1423,1423,2980
10341,2953,1410,1410,2953
10225,2920,1394,1394,2920
10169,2904,1386,1386,2904
10383,2965,1415,1415,2965
11184,3194,1525,1525,3194
11488,3281,1566,1566,3281
11197,3198,1526,1526,3198
10762,3073,1467,1467,3073
10056,2872,1371,1371,2872
9134,2609,1245,1245,2609
8318,2375,1134,1134,2375
7763,2217,1058,1058,2217
7466,2132,1018,1018,2132
7322,2091,998,998,2091
7307,2087,996,996,2087
7510,2144,1024,1024,2144
8252,2357,1125,1125,2357
9581,2736,1306,1306,2736
10291,2939,1403,1403,2939
10431,2979,1422,1422,2979
10465,2989,1427,1427,2989
10495,2997,1431,1431,2997
10449,2984,1424,1424,2984
10324,2949,1408,1408,2949
10266,2932,1399,1399,2932
10149,2899,1383,1383,2899
10110,2887,1378,1378,2887
10359,2959,1413,1413,2959
11099,3170,1513,1513,3170
11355,3243,1548,1548,3243
11088,3167,1512,1512,3167
10636,3037,1450,1450,3037
9927,2835,1353,1353,2835
8993,2569,1226,1226,2569
8142,2325,1110,1110,2325
7625,2178,1040,1040,2178
7352,2099,1002,1002,2099
7247,2069,988,988,2069
7297,2084,994,994,2084
7532,2151,1027,1027,2151
8314,2374,1133,1133,2374
9641,2754,1314,1314,2754
10287,2938,1403,1403,2938
10370,2961,1414,1414,2961
10385,2966,1416,1416,2966
10365,2960,1413,1413,2960
10310,2945,1405,1405,2945
10247,2926,1397,1397,2926
10244,2925,1397,1397,2925
10168,2904,1386,1386,2904
10204,2915,1391,1391,2915
10572,3020,1441,1441,3020
11259,3216,1535,1535,3216
11406,3257,1555,1555,3257
11121,3176,1516,1516,3176
10679,3050,1456,1456,3050
9966,2846,1358,1358,2846
9025,2578,1231,1231,2578
8187,2338,1116,1116,2338
7611,2174,1038,1038,2174
7284,2080,993,993,2080
7110,2031,969,969,2031
7082,2023,965,965,2023
7266,2075,990,990,2075
7941,2268,1083,1083,2268
9190,2625,1253,1253,2625
9935,2837,1354,1354,2837
10145,2897,1383,1383,2897
10199,2913,1390,1390,2913
10213,2917,1393,1393,2917
10135,2895,1382,1382,2895
9964,2845,1358,1358,2845
9842,2811,1342,1342,2811
9677,2764,1319,1319,2764
9588,2739,1308,1308,2739
9757,2786,1330,1330,2786
10423,2976,1421,1421,2976
10732,3065,1463,1463,3065
10465,2989,1427,1427,2989
10112,2888,1378,1378,2888
9608,2744,1310,1310,2744
8902,2543,1214,1214,2543
8169,2333,1114,1114,2333
7626,2178,1040,1040,2178
7319,2090,998,998,2090
7175,2049,978,978,2049
7115,2032,969,969,2032
7188,2053,980,980,2053
7493,2140,1021,1021,2140
7971,2277,1086,1086,2277
8487,2424,1157,1157,2424
9054,2586,1234,1234,2586
9378,2679,1278,1278,2679
9475,2706,1292,1292,2706
9397,2684,1281,1281,2684
9213,2631,1256,1256,2631
8987,2567,1225,1225,2567
8846,2526,1206,1206,2526
8855,2529,1207,1207,2529
9156,2614,1248,1248,2614
9899,2827,1349,1349,2827
10203,2914,1391,1391,2914
9935,2838,1354,1354,2838
9625,2749,1312,1312,2749
9180,2622,1252,1252,2622
8581,2451,1170,1170,2451
7971,2277,1086,1086,2277
7490,2138,1021,1021,2138
7210,2059,983,983,2059
7059,2016,962,962,2016
7011,2003,956,956,2003
7070,2019,964,964,2019
7293,2083,994,994,2083
7609,2173,1037,1037,2173
8012,2288,1092,1092,2288
8538,2439,1164,1164,2439
8900,2542,1213,1213,2542
9034,2580,1232,1232,2580
9054,2585,1234,1234,2585
8953,2557,1221,1221,2557
8781,2508,1197,1197,2508
8625,2463,1176,1176,2463
8611,2459,1174,1174,2459
8917,2547,1216,1216,2547
9775,2791,1332,1332,2791
10295,2940,1403,1403,2940
10076,2878,1373,1373,2878
9756,2786,1330,1330,2786
9251,2642,1261,1261,2642
8620,2462,1175,1175,2462
8004,2286,1091,1091,2286
7591,2168,1035,1035,2168
7349,2099,1002,1002,2099
7210,2059,983,983,2059
7233,2066,986,986,2066
7428,2121,1013,1013,2121
7961,2274,1085,1085,2274
8744,2497,1192,1192,2497
9347,2670,1274,1274,2670
9828,2807,1340,1340,2807
10129,2893,1381,1381,2893
10263,2931,1399,1399,2931
10228,2921,1394,1394,2921
10062,2874,1372,1372,2874
9882,2822,1348,1348,2822
9738,2781,1328,1328,2781
9696,2769,1322,1322,2769
9990,2853,1362,1362,2853
10862,3102,1481,1481,3102
11318,3232,1543,1543,3232
11040,3153,1505,1505,3153
10615,3031,1447,1447,3031
9962,2845,1358,1358,2845
9128,2607,1244,1244,2607
8372,2391,1141,1141,2391
7888,2253,1075,1075,2253
7640,2182,1041,1041,2182
7545,2154,1029,1029,2154
7585,2166,1034,1034,2166
7831,2236,1068,1068,2236
8541,2439,1165,1165,2439
9651,2756,1316,1316,2756
10291,2939,1403,1403,2939
10491,2996,1430,1430,2996
10481,2993,1428,1428,2993
10455,2986,1425,1425,2986
10351,2956,1411,1411,2956
10191,2910,1389,1389,2910
10110,2888,1378,1378,2888
10039,2867,1368,1368,2867
10042,2868,1369,1369,2868
10338,2952,1409,1409,2952
11123,3176,1516,1516,3176
11418,3260,1557,1557,3260
11097,3169,1513,1513,3169
10601,3027,1445,1445,3027
9885,2823,1348,1348,2823
8968,2561,1222,1222,2561
8153,2329,1111,1111,2329
7599,2170,1036,1036,2170
7284,2080,993,993,2080
7147,2041,974,974,2041
7125,2035,971,971,2035
7333,2094,999,999,2094
7991,2282,1090,1090,2282
9047,2584,1233,1233,2584
9732,2780,1327,1327,2780
9950,2842,1357,1357,2842
9972,2848,1359,1359,2848
10004,2857,1364,1364,2857
9950,2842,1357,1357,2842
9807,2801,1337,1337,2801
9709,2773,1323,1323,2773
9560,2730,1303,1303,2730
9469,2704,1291,1291,2704
9656,2758,1317,1317,2758
10381,2965,1415,1415,2965
10819,3090,1475,1475,3090
10562,3016,1440,1440,3016
10151,2900,1384,1384,2900
9508,2715,1296,1296,2715
8638,2467,1177,1177,2467
7846,2241,1070,1070,2241
7303,2086,995,995,2086
6999,1999,954,954,1999
6838,1953,932,932,1953
6820,1948,929,929,1948
7001,1999,954,954,1999
7652,2185,1043,1043,2185
8744,2497,1192,1192,2497
9451,2699,1288,1288,2699
9760,2787,1331,1331,2787
9924,2835,1353,1353,2835
9981,2850,1361,1361,2850
9974,2849,1360,1360,2849
9877,2820,1347,1347,2820
9772,2790,1332,1332,2790
9652,2756,1316,1316,2756
9540,2725,1301,1301,2725
9671,2762,1318,1318,2762
10355,2957,1412,1412,2957
10836,3095,1477,1477,3095
10620,3033,1448,1448,3033
10217,2918,1393,1393,2918
9588,2738,1307,1307,2738
8742,2497,1191,1191,2497
7977,2279,1087,1087,2279
7457,2129,1016,1016,2129
7157,2044,975,975,2044
7019,2004,957,957,2004
7027,2007,958,958,2007
7231,2065,985,985,2065
7861,2245,1071,1071,2245
8911,2545,1215,1215,2545
9703,2771,1322,1322,2771
10187,2910,1388,1388,2910
10441,2982,1424,1424,2982
10613,3031,1447,1447,3031
10669,3047,1454,1454,3047
10604,3028,1445,1445,3028
10565,3017,1440,1440,3017
10490,2995,1430,1430,2995
10443,2983,1424,1424,2983
10639,3039,1450,1450,3039
11072,3162,1509,1509,3162
11096,3169,1513,1513,3169
10745,3069,1465,1465,3069
10289,2939,1403,1403,2939
9690,2767,1321,1321,2767
8930,2550,1217,1217,2550
8178,2335,1115,1115,2335
7621,2177,1039,1039,2177
7287,2081,994,994,2081
7110,2030,969,969,2030
7044,2012,960,960,2012
7131,2037,972,972,2037
7410,2116,1010,1010,2116
7828,2235,1067,1067,2235
8316,2374,1134,1134,2374
8903,2543,1214,1214,2543
9358,2672,1276,1276,2672
9582,2736,1307,1307,2736
9587,2738,1307,1307,2738
9485,2709,1293,1293,2709
9318,2661,1270,1270,2661
9195,2626,1253,1253,2626
9175,2620,1251,1251,2620
9422,2690,1284,1284,2690
10096,2884,1377,1377,2884
10560,3015,1439,1439,3015
10326,2949,1408,1408,2949
9995,2855,1363,1363,2855
9553,2728,1302,1302,2728
8922,2549,1216,1216,2549
8318,2375,1134,1134,2375
7861,2245,1071,1071,2245
7565,2160,1031,1031,2160
7413,2117,1010,1010,2117
7380,2108,1006,1006,2108
7441,2125,1014,1014,2125
7665,2189,1045,1045,2189
7947,2269,1083,1083,2269
8333,2379,1136,1136,2379
8885,2538,1212,1212,2538
9239,2639,1259,1259,2639
9411,2688,1283,1283,2688
9462,2702,1290,1290,2702
9411,2688,1283,1283,2688
9235,2637,1259,1259,2637
9050,2584,1234,1234,2584
9032,2580,1232,1232,2580
9325,2663,1272,1272,2663
10098,2884,1377,1377,2884
10815,3089,1474,1474,3089
10621,3033,1448,1448,3033
10226,2920,1394,1394,2920
9618,2747,1311,1311,2747
8863,2531,1208,1208,2531
8192,2339,1116,1116,2339
7755,2214,1057,1057,2214
7537,2153,1027,1027,2153
7463,2131,1017,1017,2131
7507,2144,1024,1024,2144
7785,2224,1061,1061,2224
8561,2445,1167,1167,2445
9775,2791,1332,1332,2791
10421,2976,1421,1421,2976
10491,2996,1430,1430,2996
10455,2985,1425,1425,2985
10410,2973,1419,1419,2973
10322,2948,1407,1407,2948
10206,2915,1392,1392,2915
10120,2890,1379,1379,2890
9988,2853,1362,1362,2853
9982,2850,1361,1361,2850
10280,2936,1402,1402,2936
10958,3130,1494,1494,3130
11328,3235,1545,1545,3235
11037,3152,1504,1504,3152
10526,3006,1435,1435,3006
9789,2795,1334,1334,2795
8873,2535,1210,1210,2535
8044,2297,1096,1096,2297
7520,2148,1025,1025,2148
7231,2065,985,985,2065
7107,2029,969,969,2029
7106,2029,969,969,2029
7335,2095,999,999,2095
8093,2311,1103,1103,2311
9290,2653,1267,1267,2653
9931,2836,1354,1354,2836
10061,2874,1372,1372,2874
10102,2885,1378,1378,2885
10091,2882,1376,1376,2882
10018,2861,1366,1366,2861
9875,2820,1346,1346,2820
9788,2795,1334,1334,2795
9659,2759,1317,1317,2759
9603,2742,1309,1309,2742
9803,2800,1337,1337,2800
10518,3004,1434,1434,3004
11166,3189,1522,1522,3189
11523,3291,1571,1571,3291
10998,3141,1499,1499,3141
10215,2917,1393,1393,2917
9261,2645,1262,1262,2645
8427,2407,1149,1149,2407
7875,2249,1074,1074,2249
7605,2172,1036,1036,2172
7467,2133,1018,1018,2133
7469,2133,1018,1018,2133
7673,2191,1046,1046,2191
8349,2384,1138,1138,2384
9493,2711,1294,1294,2711
10224,2920,1394,1394,2920
10547,3012,1438,1438,3012
10752,3070,1466,1466,3070
10930,3121,1490,1490,3121
10989,3139,1499,1499,3139
10958,3130,1494,1494,3130
10901,3113,1486,1486,3113
10816,3089,1474,1474,3089
10785,3081,1470,1470,3081
10991,3139,1499,1499,3139
11525,3291,1571,1571,3291
11867,3389,1618,1618,3389
11605,3314,1582,1582,3314
11147,3183,1519,1519,3183
10416,2975,1420,1420,2975
9477,2706,1292,1292,2706
8641,2468,1178,1178,2468
8120,2319,1107,1107,2319
7834,2238,1068,1068,2238
7683,2194,1047,1047,2194
7693,2197,1049,1049,2197
7904,2257,1077,1077,2257
8636,2466,1177,1177,2466
9807,2800,1337,1337,2800
10509,3001,1433,1433,3001
10720,3061,1461,1461,3061
10776,3077,1469,1469,3077
10815,3088,1474,1474,3088
10751,3070,1466,1466,3070
10634,3037,1449,1449,3037
10572,3019,1441,1441,3019
10448,2984,1424,1424,2984
10397,2969,1418,1418,2969
10593,3025,1444,1444,3025
11080,3165,1510,1510,3165
11311,3231,1542,1542,3231
11017,3146,1502,1502,3146
10603,3028,1445,1445,3028
10035,2866,1368,1368,2866
9282,2651,1266,1266,2651
8517,2432,1161,1161,2432
7982,2279,1088,1088,2279
7654,2186,1044,1044,2186
7449,2127,1015,1015,2127
7341,2096,1000,1000,2096
7371,2105,1004,1004,2105
7615,2174,1038,1038,2174
8056,2301,1098,1098,2301
8598,2455,1172,1172,2455
9260,2645,1262,1262,2645
9749,2784,1329,1329,2784
9971,2848,1359,1359,2848
10017,2860,1366,1366,2860
9869,2819,1346,1346,2819
9583,2737,1307,1307,2737
9292,2654,1267,1267,2654
9102,2600,1241,1241,2600
9139,2610,1246,1246,2610
9614,2745,1311,1311,2745
10222,2920,1393,1393,2920
9995,2855,1363,1363,2855
9682,2765,1320,1320,2765
9202,2628,1254,1254,2628
8602,2457,1172,1172,2457
7977,2279,1087,1087,2279
7477,2135,1020,1020,2135
7172,2048,978,978,2048
7002,2000,954,954,2000
6932,1980,945,945,1980
6985,1995,952,952,1995
7176,2049,979,979,2049
7482,2137,1020,1020,2137
7921,2262,1080,1080,2262
8559,2444,1166,1166,2444
9060,2588,1235,1235,2588
9283,2651,1266,1266,2651
9368,2675,1277,1277,2675
9349,2670,1274,1274,2670
9206,2629,1255,1255,2629
9116,2604,1242,1242,2604
9118,2604,1243,1243,2604
9343,2668,1273,1273,2668
9973,2849,1360,1360,2849
10663,3045,1454,1454,3045
10496,2998,1431,1431,2998
10096,2884,1377,1377,2884
9457,2700,1289,1289,2700
8678,2478,1183,1183,2478
7993,2283,1090,1090,2283
7552,2157,1030,1030,2157
7351,2099,1002,1002,2099
7282,2079,993,993,2079
7335,2095,999,999,2095
7619,2176,1039,1039,2176
8415,2403,1147,1147,2403
9632,2750,1313,1313,2750
10309,2944,1405,1405,2944
10445,2983,1424,1424,2983
10471,2991,1428,1428,2991
10485,2995,1429,1429,2995
10418,2975,1420,1420,2975
10262,2930,1399,1399,2930
10148,2898,1383,1383,2898
9977,2850,1360,1360,2850
9935,2838,1354,1354,2838
10160,2902,1385,1385,2902
10845,3097,1479,1479,3097
11615,3317,1584,1584,3317
11459,3272,1562,1562,3272
11049,3156,1506,1506,3156
10356,2958,1412,1412,2958
9442,2696,1288,1288,2696
8657,2472,1180,1180,2472
8163,2331,1113,1113,2331
7945,2269,1083,1083,2269
7862,2245,1072,1072,2245
7898,2256,1077,1077,2256
8165,2332,1113,1113,2332
8944,2555,1219,1219,2555
10130,2893,1381,1381,2893
10759,3072,1467,1467,3072
10816,3089,1474,1474,3089
10701,3056,1459,1459,3056
10651,3042,1452,1452,3042
10567,3018,1440,1440,3018
10376,2963,1414,1414,2963
10256,2929,1398,1398,2929
10085,2880,1375,1375,2880
9956,2844,1358,1358,2844
10142,2896,1383,1383,2896
10717,3060,1461,1461,3060
11461,3273,1563,1563,3273
11348,3241,1547,1547,3241
10960,3130,1494,1494,3130
10247,2926,1397,1397,2926
9288,2653,1267,1267,2653
8437,2409,1150,1150,2409
7910,2259,1078,1078,2259
7642,2183,1042,1042,2183
7501,2142,1023,1023,2142
7505,2144,1023,1023,2144
7716,2203,1052,1052,2203
8468,2419,1155,1155,2419
9601,2742,1309,1309,2742
10166,2903,1386,1386,2903
10185,2909,1388,1388,2909
10116,2890,1379,1379,2890
10057,2872,1371,1371,2872
9938,2838,1355,1355,2838
9791,2796,1335,1335,2796
9707,2772,1323,1323,2772
9530,2722,1299,1299,2722
9443,2697,1288,1288,2697
9574,2734,1305,1305,2734
10109,2887,1378,1378,2887
10805,3085,1473,1473,3085
10641,3039,1451,1451,3039
10230,2921,1394,1394,2921
9517,2718,1298,1298,2718
8590,2453,1171,1171,2453
7740,2211,1055,1055,2211
7227,2064,985,985,2064
6947,1984,947,947,1984
6804,1943,928,928,1943
6773,1934,923,923,1934
6978,1993,951,951,1993
7694,2198,1049,1049,2198
8773,2505,1196,1196,2505
9442,2696,1288,1288,2696
9590,2739,1308,1308,2739
9641,2754,1314,1314,2754
9676,2764,1319,1319,2764
9667,2760,1318,1318,2760
9575,2735,1305,1305,2735
9532,2722,1299,1299,2722
9424,2691,1285,1285,2691
9358,2673,1276,1276,2673
9474,2705,1292,1292,2705
9975,2849,1360,1360,2849
10518,3004,1434,1434,3004
10324,2949,1408,1408,2949
9890,2825,1348,1348,2825
9189,2625,1252,1252,2625
8258,2359,1126,1126,2359
7447,2127,1015,1015,2127
6919,1976,944,944,1976
6646,1898,906,906,1898
6507,1858,887,887,1858
6480,1850,883,883,1850
6689,1910,912,912,1910
7403,2114,1010,1010,2114
8626,2464,1176,1176,2464
9443,2697,1288,1288,2697
9704,2771,1322,1322,2771
9797,2798,1336,1336,2798
9842,2810,1342,1342,2810
9789,2795,1334,1334,2795
9649,2755,1316,1316,2755
9561,2730,1303,1303,2730
9425,2692,1285,1285,2692
9376,2678,1278,1278,2678
9491,2710,1294,1294,2710
9892,2825,1348,1348,2825
10483,2994,1429,1429,2994
10305,2943,1405,1405,2943
9964,2846,1358,1358,2846
9454,2700,1289,1289,2700
8738,2495,1191,1191,2495
8006,2287,1091,1091,2287
7498,2141,1022,1022,2141
7239,2068,987,987,2068
7111,2031,969,969,2031
7083,2023,965,965,2023
7185,2052,979,979,2052
7485,2138,1020,1020,2138
7906,2258,1078,1078,2258
8530,2436,1163,1163,2436
9122,2605,1243,1243,2605
9490,2710,1294,1294,2710
9569,2733,1304,1304,2733
9497,2712,1295,1295,2712
9328,2664,1272,1272,2664
9121,2604,1243,1243,2604
8940,2553,1219,1219,2553
8871,2534,1210,1210,2534
9010,2573,1228,1228,2573
9451,2700,1288,1288,2700
10147,2898,1383,1383,2898
10013,2860,1365,1365,2860
9737,2780,1328,1328,2780
9287,2652,1266,1266,2652
8667,2475,1181,1181,2475
8057,2301,1098,1098,2301
7591,2168,1035,1035,2168
7452,2128,1015,1015,2128
7312,2089,997,997,2089
7169,2048,977,977,2048
7138,2038,973,973,2038
7249,2070,988,988,2070
7512,2145,1024,1024,2145
7809,2230,1065,1065,2230
8257,2358,1126,1126,2358
8664,2474,1181,1181,2474
8875,2535,1210,1210,2535
8929,2550,1217,1217,2550
8867,2532,1209,1209,2532
8689,2481,1185,1185,2481
8473,2419,1155,1155,2419
8338,2381,1136,1136,2381
8375,2392,1141,1141,2392
8619,2461,1175,1175,2461
9041,2582,1232,1232,2582
9793,2796,1335,1335,2796
9641,2754,1314,1314,2754
9055,2586,1235,1235,2586
8301,2371,1131,1131,2371
7513,2145,1024,1024,2145
7018,2004,957,957,2004
6730,1922,918,918,1922
6622,1891,903,903,1891
6637,1896,904,904,1896
6834,1952,932,932,1952
7545,2154,1029,1029,2154
8884,2537,1212,1212,2537
9660,2759,1317,1317,2759
9765,2789,1331,1331,2789
9727,2778,1326,1326,2778
9760,2787,1331,1331,2787
9738,2781,1328,1328,2781
9638,2752,1314,1314,2752
9575,2735,1305,1305,2735
9428,2693,1285,1285,2693
9292,2654,1267,1267,2654
9255,2644,1262,1262,2644
9377,2678,1278,1278,2678
9691,2768,1321,1321,2768
10200,2913,1391,1391,2913
9895,2826,1349,1349,2826
9179,2621,1252,1252,2621
8257,2358,1126,1126,2358
7404,2114,1010,1010,2114
6824,1948,930,930,1948
6491,1853,885,885,1853
6333,1808,863,863,1808
6295,1798,858,858,1798
6462,1845,881,881,1845
7094,2026,967,967,2026
