elec_demand_SE,elec_demand_S,elec_demand_NE,elec_demand_N,elec_demand_MW
6158,1758,839,839,1758
6450,1842,879,879,1842
6856,1958,934,934,1958
7512,2145,1024,1024,2145
7980,2279,1088,1088,2279
8235,2352,1122,1122,2352
8363,2389,1140,1140,2389
8453,2414,1152,1152,2414
8448,2413,1151,1151,2413
8450,2413,1152,1152,2413
8488,2424,1157,1157,2424
8644,2469,1178,1178,2469
8863,2531,1208,1208,2531
9321,2662,1271,1271,2662
9296,2655,1267,1267,2655
8942,2554,1219,1219,2554
8377,2392,1142,1142,2392
7701,2199,1050,1050,2199
7033,2008,959,959,2008
6528,1864,890,890,1864
6230,1779,849,849,1779
6090,1739,830,830,1739
6072,1734,827,827,1734
6225,1778,848,848,1778
6689,1910,912,912,1910
7495,2140,1022,1022,2140
8192,2339,1117,1117,2339
8756,2501,1194,1194,2501
9137,2610,1246,1246,2610
9358,2673,1276,1276,2673
9429,2693,1286,1286,2693
9370,2676,1277,1277,2676
9324,2663,1271,1271,2663
9261,2645,1262,1262,2645
9202,2628,1254,1254,2628
9323,2663,1271,1271,2663
9661,2760,1318,1318,2760
10218,2918,1393,1393,2918
10256,2929,1398,1398,2929
9802,2799,1336,1336,2799
9048,2584,1233,1233,2584
8118,2319,1106,1106,2319
7289,2082,994,994,2082
6718,1918,916,916,1918
6412,1831,874,874,1831
6271,1791,855,855,1791
6251,1785,852,852,1785
6441,1839,878,878,1839
7129,2036,972,972,2036
8475,2420,1156,1156,2420
9271,2648,1264,1264,2648
9514,2717,1297,1297,2717
9664,2760,1318,1318,2760
9782,2794,1333,1333,2794
9832,2808,1340,1340,2808
9795,2797,1335,1335,2797
9784,2795,1334,1334,2795
9695,2769,1322,1322,2769
9635,2751,1313,1313,2751
9721,2776,1325,1325,2776
10006,2858,1364,1364,2858
10501,2999,1432,1432,2999
10482,2994,1429,1429,2994
10012,2860,1365,1365,2860
9232,2636,1258,1258,2636
8251,2356,1125,1125,2356
7381,2108,1006,1006,2108
6823,1948,930,930,1948
6517,1861,888,888,1861
6367,1818,868,868,1818
6331,1808,863,863,1808
6506,1858,887,887,1858
7168,2048,977,977,2048
8501,2428,1159,1159,2428
9336,2666,1272,1272,2666
9573,2734,1305,1305,2734
9726,2778,1326,1326,2778
9869,2819,1345,1345,2819
9935,2838,1354,1354,2838
9920,2833,1353,1353,2833
9921,2834,1353,1353,2834
9864,2817,1345,1345,2817
9830,2807,1340,1340,2807
9937,2838,1355,1355,2838
10163,2902,1386,1386,2902
10544,3011,1438,1438,3011
10513,3002,1434,1434,3002
10044,2869,1369,1369,2869
9283,2651,1266,1266,2651
8311,2374,1133,1133,2374
7430,2122,1013,1013,2122
6848,1956,934,934,1956
6538,1867,891,891,1867
6368,1818,868,868,1818
6352,1814,866,866,1814
6540,1868,892,892,1868
7214,2060,984,984,2060
8543,2440,1165,1165,2440
9247,2641,1261,1261,2641
9440,2696,1287,1287,2696
9530,2722,1299,1299,2722
9579,2735,1306,1306,2735
9570,2733,1305,1305,2733
9509,2715,1297,1297,2715
9486,2710,1293,1293,2710
9369,2675,1277,1277,2675
9297,2655,1267,1267,2655
9332,2665,1272,1272,2665
9543,2725,1301,1301,2725
10152,2900,1384,1384,2900
10323,2948,1408,1408,2948
9955,2843,1358,1358,2843
9241,2639,1260,1260,2639
8372,2391,1141,1141,2391
7532,2151,1027,1027,2151
6919,1976,944,944,1976
6601,1885,900,900,1885
6439,1839,878,878,1839
6409,1830,873,873,1830
6575,1878,896,896,1878
7244,2069,988,988,2069
8549,2441,1166,1166,2441
9279,2650,1265,1265,2650
9495,2711,1294,1294,2711
9685,2766,1320,1320,2766
9844,2811,1342,1342,2811
9877,2820,1347,1347,2820
9785,2795,1334,1334,2795
9703,2771,1322,1322,2771
9504,2715,1296,1296,2715
9356,2672,1276,1276,2672
9370,2676,1277,1277,2676
9575,2735,1305,1305,2735
10105,2886,1378,1378,2886
10165,2903,1386,1386,2903
9821,2805,1339,1339,2805
9297,2655,1267,1267,2655
8541,2439,1165,1165,2439
7776,2221,1060,1060,2221
7191,2054,980,980,2054
6879,1965,938,938,1965
6724,1920,917,917,1920
6666,1903,909,909,1903
6748,1927,920,920,1927
7044,2012,960,960,2012
7571,2162,1032,1032,2162
8141,2325,1110,1110,2325
8734,2494,1191,1191,2494
9001,2571,1227,1227,2571
9039,2582,1232,1232,2582
8917,2546,1216,1216,2546
8728,2493,1190,1190,2493
8523,2434,1162,1162,2434
8361,2388,1140,1140,2388
8316,2375,1134,1134,2375
8454,2414,1152,1152,2414
8810,2516,1202,1202,2516
9471,2704,1291,1291,2704
9488,2710,1293,1293,2710
9205,2629,1255,1255,2629
8742,2497,1191,1191,2497
8115,2318,1106,1106,2318
7452,2128,1016,1016,2128
6914,1974,943,943,1974
6548,1870,893,893,1870
6368,1818,868,868,1818
6271,1791,855,855,1791
6272,1791,855,855,1791
6432,1837,877,877,1837
6777,1936,923,923,1936
7254,2072,989,989,2072
7927,2264,1080,1080,2264
8483,2423,1156,1156,2423
8799,2513,1200,1200,2513
8974,2563,1223,1223,2563
9012,2574,1229,1229,2574
8904,2543,1214,1214,2543
8763,2503,1195,1195,2503
8696,2484,1186,1186,2484
8809,2516,1201,1201,2516
9089,2596,1239,1239,2596
9668,2761,1318,1318,2761
9709,2773,1323,1323,2773
9332,2665,1272,1272,2665
8614,2459,1174,1174,2459
7822,2234,1066,1066,2234
7108,2030,969,969,2030
6609,1888,901,901,1888
6360,1816,867,867,1816
6251,1785,852,852,1785
6247,1784,852,852,1784
6447,1841,878,878,1841
7148,2042,974,974,2042
8479,2421,1156,1156,2421
9252,2642,1262,1262,2642
9501,2714,1295,1295,2714
9791,2796,1335,1335,2796
9989,2853,1362,1362,2853
10073,2877,1373,1373,2877
10059,2873,1372,1372,2873
10071,2876,1373,1373,2876
9979,2850,1360,1360,2850
9909,2830,1351,1351,2830
9971,2848,1359,1359,2848
10271,2934,1400,1400,2934
10775,3077,1469,1469,3077
10623,3034,1449,1449,3034
10107,2886,1378,1378,2886
9318,2661,1270,1270,2661
8351,2385,1138,1138,2385
7509,2144,1024,1024,2144
6933,1980,945,945,1980
6601,1885,900,900,1885
6414,1832,874,874,1832
6340,1810,864,864,1810
6463,1846,881,881,1846
7074,2020,964,964,2020
8360,2388,1140,1140,2388
9155,2614,1248,1248,2614
9305,2658,1268,1268,2658
9414,2689,1283,1283,2689
9547,2726,1302,1302,2726
9579,2735,1306,1306,2735
9511,2716,1297,1297,2716
9483,2708,1292,1292,2708
9361,2674,1277,1277,2674
9284,2651,1266,1266,2651
9371,2676,1277,1277,2676
9662,2760,1318,1318,2760
10331,2950,1408,1408,2950
10346,2955,1410,1410,2955
9935,2837,1354,1354,2837
9175,2620,1251,1251,2620
8327,2378,1136,1136,2378
7525,2149,1026,1026,2149
6909,1973,942,942,1973
6616,1889,902,902,1889
6489,1853,884,884,1853
6478,1850,883,883,1850
6687,1910,912,912,1910
7393,2112,1008,1008,2112
8775,2506,1196,1196,2506
9497,2712,1295,1295,2712
9625,2749,1312,1312,2749
9630,2750,1312,1312,2750
9656,2758,1317,1317,2758
9617,2746,1311,1311,2746
9548,2727,1302,1302,2727
9525,2720,1298,1298,2720
9429,2693,1286,1286,2693
9358,2672,1276,1276,2672
9396,2684,1281,1281,2684
9674,2763,1319,1319,2763
10346,2955,1410,1410,2955
10339,2953,1409,1409,2953
9933,2837,1354,1354,2837
9213,2631,1256,1256,2631
8227,2349,1121,1121,2349
7412,2117,1010,1010,2117
6859,1958,935,935,1958
6568,1876,895,895,1876
6443,1840,878,878,1840
6412,1831,874,874,1831
6613,1888,902,902,1888
7306,2087,996,996,2087
8690,2482,1185,1185,2482
9437,2695,1287,1287,2695
9564,2731,1304,1304,2731
9616,2746,1311,1311,2746
9682,2765,1320,1320,2765
9234,2637,1259,1259,2637
9414,2689,1283,1283,2689
9407,2686,1282,1282,2686
9652,2756,1316,1316,2756
9064,2589,1236,1236,2589
9471,2704,1291,1291,2704
9694,2769,1322,1322,2769
10310,2945,1405,1405,2945
10305,2943,1405,1405,2943
9887,2824,1348,1348,2824
9182,2622,1252,1252,2622
8257,2358,1126,1126,2358
7406,2115,1010,1010,2115
6826,1949,930,930,1949
6511,1859,888,888,1859
6362,1817,867,867,1817
6328,1807,863,863,1807
6498,1856,886,886,1856
7137,2038,973,973,2038
8435,2409,1150,1150,2409
9309,2659,1269,1269,2659
9616,2746,1311,1311,2746
9834,2809,1341,1341,2809
10014,2860,1365,1365,2860
10062,2874,1372,1372,2874
10008,2858,1364,1364,2858
9997,2855,1363,1363,2855
9912,2831,1352,1352,2831
9856,2815,1343,1343,2815
9933,2837,1354,1354,2837
10180,2907,1388,1388,2907
10417,2975,1420,1420,2975
10163,2902,1386,1386,2902
9758,2787,1330,1330,2787
9185,2623,1252,1252,2623
8418,2404,1147,1147,2404
7613,2174,1038,1038,2174
7009,2002,955,955,2002
6662,1903,909,909,1903
6459,1844,880,880,1844
6370,1819,868,868,1819
6396,1827,872,872,1827
6609,1888,901,901,1888
7102,2028,968,968,2028
7683,2194,1047,1047,2194
8347,2384,1138,1138,2384
8861,2530,1208,1208,2530
9116,2604,1243,1243,2604
9184,2623,1252,1252,2623
9113,2602,1242,1242,2602
8963,2559,1222,1222,2559
8783,2509,1197,1197,2509
8671,2476,1182,1182,2476
8696,2484,1186,1186,2484
8882,2537,1211,1211,2537
9420,2690,1284,1284,2690
9299,2655,1267,1267,2655
8961,2559,1222,1222,2559
8474,2420,1156,1156,2420
7835,2238,1068,1068,2238
7168,2047,977,977,2047
6619,1890,903,903,1890
6264,1788,853,853,1788
6074,1735,827,827,1735
5972,1706,814,814,1706
5979,1708,815,815,1708
6124,1749,835,835,1749
6467,1847,882,882,1847
6865,1960,936,936,1960
7490,2139,1021,1021,2139
7979,2279,1088,1088,2279
8216,2346,1120,1120,2346
8342,2382,1137,1137,2382
8387,2395,1143,1143,2395
8333,2379,1136,1136,2379
8291,2368,1130,1130,2368
8314,2374,1133,1133,2374
8518,2433,1161,1161,2433
8915,2546,1216,1216,2546
9605,2743,1309,1309,2743
9438,2695,1287,1287,2695
9109,2601,1242,1242,2601
8429,2407,1149,1149,2407
7631,2179,1040,1040,2179
6913,1974,943,943,1974
6413,1831,874,874,1831
6160,1759,839,839,1759
6057,1730,826,826,1730
6063,1732,827,827,1732
6264,1789,853,853,1789
6969,1990,950,950,1990
8336,2380,1136,1136,2380
9080,2594,1238,1238,2594
9266,2646,1263,1263,2646
9442,2696,1288,1288,2696
9596,2740,1308,1308,2740
9652,2756,1316,1316,2756
9608,2744,1310,1310,2744
9596,2740,1308,1308,2740
9499,2713,1295,1295,2713
9425,2692,1285,1285,2692
9486,2710,1293,1293,2710
9786,2795,1334,1334,2795
10450,2985,1424,1424,2985
10337,2952,1409,1409,2952
9823,2805,1339,1339,2805
9061,2588,1235,1235,2588
8155,2329,1111,1111,2329
7324,2092,999,999,2092
6715,1918,915,915,1918
6397,1827,872,872,1827
6239,1782,850,850,1782
6222,1777,848,848,1777
6384,1823,870,870,1823
7096,2027,967,967,2027
8464,2417,1154,1154,2417
9188,2625,1252,1252,2625
9333,2665,1272,1272,2665
9428,2693,1285,1285,2693
9535,2723,1300,1300,2723
9581,2736,1306,1306,2736
9551,2728,1302,1302,2728
9564,2731,1304,1304,2731
9473,2705,1292,1292,2705
9411,2688,1283,1283,2688
9500,2714,1295,1295,2714
9880,2822,1347,1347,2822
10506,3000,1432,1432,3000
10330,2950,1408,1408,2950
9846,2812,1343,1343,2812
9109,2601,1242,1242,2601
8148,2327,1110,1110,2327
7310,2088,996,996,2088
6766,1933,923,923,1933
6471,1848,882,882,1848
6318,1804,861,861,1804
6281,1793,856,856,1793
6460,1845,880,880,1845
7134,2038,973,973,2038
8524,2434,1162,1162,2434
9310,2659,1269,1269,2659
9468,2704,1291,1291,2704
9576,2735,1306,1306,2735
9653,2757,1316,1316,2757
9661,2759,1317,1317,2759
9627,2749,1312,1312,2749
9607,2744,1310,1310,2744
9503,2714,1296,1296,2714
9431,2694,1286,1286,2694
9538,2724,1300,1300,2724
9943,2840,1356,1356,2840
10492,2996,1430,1430,2996
10331,2950,1408,1408,2950
9879,2821,1347,1347,2821
9173,2620,1251,1251,2620
8195,2340,1117,1117,2340
7368,2104,1004,1004,2104
6806,1943,928,928,1943
6511,1859,888,888,1859
6370,1819,868,868,1819
6352,1814,866,866,1814
6528,1864,890,890,1864
7225,2063,985,985,2063
8600,2456,1172,1172,2456
9328,2665,1272,1272,2665
9431,2694,1286,1286,2694
9530,2721,1299,1299,2721
9618,2746,1311,1311,2746
9627,2749,1312,1312,2749
9564,2731,1304,1304,2731
9540,2725,1301,1301,2725
9430,2693,1286,1286,2693
9350,2670,1275,1275,2670
9411,2688,1283,1283,2688
9752,2785,1329,1329,2785
10385,2965,1416,1416,2965
10276,2935,1401,1401,2935
9867,2818,1345,1345,2818
9179,2621,1252,1252,2621
8248,2355,1125,1125,2355
7401,2114,1009,1009,2114
6835,1952,932,932,1952
6513,1860,888,888,1860
6361,1817,867,867,1817
6338,1810,864,864,1810
6503,1857,886,886,1857
7168,2047,977,977,2047
8481,2422,1156,1156,2422
9241,2639,1260,1260,2639
9414,2689,1283,1283,2689
9566,2732,1304,1304,2732
9676,2763,1319,1319,2763
9685,2765,1320,1320,2765
9607,2744,1310,1310,2744
9553,2728,1302,1302,2728
9443,2697,1288,1288,2697
9344,2669,1274,1274,2669
9334,2665,1272,1272,2665
9565,2732,1304,1304,2732
10029,2865,1368,1368,2865
9811,2802,1338,1338,2802
9424,2691,1285,1285,2691
8864,2532,1208,1208,2532
8111,2316,1106,1106,2316
7336,2095,1000,1000,2095
6759,1930,921,921,1930
6417,1833,875,875,1833
6229,1779,849,849,1779
6139,1753,837,837,1753
6177,1764,842,842,1764
6432,1837,877,877,1837
6962,1989,949,949,1989
7531,2150,1026,1026,2150
8163,2331,1113,1113,2331
8594,2454,1171,1171,2454
8787,2509,1198,1198,2509
8790,2510,1198,1198,2510
8729,2493,1190,1190,2493
8608,2459,1173,1173,2459
8475,2420,1156,1156,2420
8413,2403,1147,1147,2403
8502,2428,1159,1159,2428
8917,2547,1216,1216,2547
9479,2707,1292,1292,2707
9271,2648,1264,1264,2648
8926,2549,1216,1216,2549
8445,2412,1151,1151,2412
7838,2239,1069,1069,2239
7185,2052,979,979,2052
6664,1903,909,909,1903
6321,1805,862,862,1805
6114,1746,833,833,1746
6015,1718,820,820,1718
6013,1718,819,819,1718
6167,1761,841,841,1761
6531,1865,890,890,1865
7035,2009,959,959,2009
7696,2199,1050,1050,2199
8286,2366,1130,1130,2366
8626,2464,1176,1176,2464
8831,2522,1204,1204,2522
8955,2558,1221,1221,2558
8937,2553,1218,1218,2553
8906,2544,1214,1214,2544
8922,2548,1216,1216,2548
9164,2617,1249,1249,2617
9690,2767,1321,1321,2767
10129,2893,1381,1381,2893
9903,2828,1350,1350,2828
9435,2694,1287,1287,2694
8793,2511,1199,1199,2511
8056,2301,1098,1098,2301
7343,2097,1001,1001,2097
6750,1928,920,920,1928
6410,1831,873,873,1831
6232,1780,849,849,1780
6190,1768,843,843,1768
6339,1810,864,864,1810
6905,1972,941,941,1972
7872,2249,1073,1073,2249
8655,2472,1180,1180,2472
9215,2632,1257,1257,2632
9691,2767,1321,1321,2767
9958,2844,1358,1358,2844
10027,2864,1367,1367,2864
9900,2828,1350,1350,2828
9694,2768,1322,1322,2768
9270,2647,1264,1264,2647
8829,2521,1204,1204,2521
8607,2458,1173,1173,2458
8629,2464,1176,1176,2464
8384,2394,1143,1143,2394
7789,2224,1062,1062,2224
7274,2078,992,992,2078
6786,1938,925,925,1938
6243,1783,851,851,1783
5745,1641,783,783,1641
5396,1541,736,736,1541
5207,1487,710,710,1487
5105,1457,696,696,1457
5098,1456,695,695,1456
5246,1498,715,715,1498
5692,1626,776,776,1626
6529,1864,890,890,1864
7244,2068,988,988,2068
7692,2197,1049,1049,2197
8046,2298,1097,1097,2298
8334,2379,1136,1136,2379
8479,2421,1156,1156,2421
8558,2444,1166,1166,2444
8583,2451,1170,1170,2451
8515,2432,1161,1161,2432
8522,2434,1161,1161,2434
8707,2486,1187,1187,2486
9186,2624,1252,1252,2624
9486,2709,1293,1293,2709
9235,2637,1259,1259,2637
8834,2523,1205,1205,2523
8155,2329,1111,1111,2329
7406,2115,1010,1010,2115
6727,1921,917,917,1921
6274,1792,855,855,1792
6017,1718,820,820,1718
5876,1678,801,801,1678
5849,1670,797,797,1670
6002,1714,818,818,1714
6592,1883,899,899,1883
7764,2218,1059,1059,2218
8532,2436,1163,1163,2436
8721,2490,1189,1189,2490
8900,2542,1213,1213,2542
9050,2584,1234,1234,2584
9105,2600,1242,1242,2600
9076,2592,1237,1237,2592
9058,2587,1235,1235,2587
8983,2565,1225,1225,2565
8949,2555,1220,1220,2555
9055,2586,1235,1235,2586
9309,2659,1269,1269,2659
9488,2710,1293,1293,2710
9292,2654,1267,1267,2654
9063,2589,1236,1236,2589
8543,2439,1165,1165,2439
7755,2214,1057,1057,2214
7018,2004,957,957,2004
6536,1867,891,891,1867
6281,1793,856,856,1793
6141,1753,837,837,1753
6110,1745,833,833,1745
6288,1795,857,857,1795
6921,1977,944,944,1977
8159,2330,1112,1112,2330
8917,2547,1216,1216,2547
9048,2584,1233,1233,2584
9160,2616,1249,1249,2616
9242,2639,1260,1260,2639
9238,2638,1259,1259,2638
9182,2622,1252,1252,2622
9152,2614,1247,1247,2614
9066,2589,1236,1236,2589
9037,2581,1232,1232,2581
9198,2627,1254,1254,2627
9718,2775,1325,1325,2775
10165,2903,1386,1386,2903
9996,2855,1363,1363,2855
9595,2740,1308,1308,2740
8941,2553,1219,1219,2553
8071,2304,1100,1100,2304
7293,2083,994,994,2083
6751,1928,920,920,1928
6452,1843,879,879,1843
6288,1796,857,857,1796
6255,1786,853,853,1786
6423,1834,875,875,1834
7062,2017,963,963,2017
8312,2374,1133,1133,2374
9124,2605,1244,1244,2605
9279,2649,1265,1265,2649
9383,2680,1279,1279,2680
9459,2701,1289,1289,2701
9385,2680,1279,1279,2680
9305,2657,1268,1268,2657
9291,2654,1267,1267,2654
9200,2627,1254,1254,2627
9147,2612,1247,1247,2612
9297,2655,1267,1267,2655
9724,2777,1326,1326,2777
10063,2874,1372,1372,2874
9823,2805,1339,1339,2805
9456,2700,1289,1289,2700
8934,2551,1218,1218,2551
8225,2349,1121,1121,2349
7491,2139,1021,1021,2139
6933,1980,945,945,1980
6589,1882,899,899,1882
6424,1834,876,876,1834
6346,1813,865,865,1813
6398,1827,872,872,1827
6647,1898,906,906,1898
7168,2047,977,977,2047
7730,2208,1054,1054,2208
8280,2364,1129,1129,2364
8666,2474,1181,1181,2474
8792,2511,1199,1199,2511
8748,2498,1192,1192,2498
8634,2466,1177,1177,2466
8481,2422,1156,1156,2422
8362,2388,1140,1140,2388
8316,2374,1134,1134,2374
8517,2432,1161,1161,2432
9069,2590,1236,1236,2590
9568,2732,1304,1304,2732
9365,2675,1277,1277,2675
9078,2593,1237,1237,2593
8656,2472,1180,1180,2472
8089,2310,1103,1103,2310
7494,2140,1021,1021,2140
6949,1984,947,947,1984
6507,1858,887,887,1858
6314,1803,861,861,1803
6304,1800,859,859,1800
6414,1832,874,874,1832
6687,1910,912,912,1910
7075,2020,964,964,2020
7640,2182,1041,1041,2182
8202,2342,1118,1118,2342
8477,2420,1156,1156,2420
8510,2430,1160,1160,2430
8481,2422,1156,1156,2422
8428,2407,1149,1149,2407
8366,2389,1140,1140,2389
8342,2383,1137,1137,2383
8492,2425,1157,1157,2425
9285,2651,1266,1266,2651
9997,2855,1363,1363,2855
10020,2861,1366,1366,2861
9713,2774,1324,1324,2774
9387,2680,1280,1280,2680
8555,2443,1166,1166,2443
7755,2215,1057,1057,2215
7082,2023,965,965,2023
6782,1937,924,924,1937
6581,1879,897,897,1879
6505,1858,887,887,1858
6550,1870,893,893,1870
6827,1950,931,931,1950
7644,2183,1042,1042,2183
8992,2568,1226,1226,2568
9716,2775,1324,1324,2775
9891,2825,1348,1348,2825
9973,2849,1360,1360,2849
9995,2855,1363,1363,2855
9959,2845,1358,1358,2845
9875,2820,1346,1346,2820
9805,2800,1337,1337,2800
9639,2753,1314,1314,2753
9717,2775,1325,1325,2775
10430,2979,1422,1422,2979
11293,3225,1540,1540,3225
11238,3210,1532,1532,3210
10930,3121,1490,1490,3121
10459,2987,1426,1426,2987
9726,2778,1326,1326,2778
8839,2525,1205,1205,2525
8038,2295,1095,1095,2295
7549,2156,1029,1029,2156
7310,2088,996,996,2088
7228,2064,985,985,2064
7262,2073,989,989,2073
7519,2148,1025,1025,2148
8322,2376,1135,1135,2376
9464,2703,1290,1290,2703
10030,2865,1368,1368,2865
10132,2894,1382,1382,2894
10119,2890,1379,1379,2890
10087,2880,1375,1375,2880
10024,2863,1367,1367,2863
9907,2830,1351,1351,2830
9827,2806,1340,1340,2806
9742,2782,1328,1328,2782
9772,2790,1332,1332,2790
10374,2962,1414,1414,2962
11315,3231,1543,1543,3231
11326,3235,1545,1545,3235
11104,3171,1514,1514,3171
10657,3044,1453,1453,3044
9960,2845,1358,1358,2845
9088,2595,1239,1239,2595
8337,2381,1136,1136,2381
7946,2269,1083,1083,2269
7624,2177,1040,1040,2177
7412,2117,1010,1010,2117
7356,2101,1003,1003,2101
7642,2183,1042,1042,2183
8347,2384,1138,1138,2384
9626,2749,1312,1312,2749
10229,2921,1394,1394,2921
10463,2988,1427,1427,2988
10599,3027,1445,1445,3027
10700,3056,1459,1459,3056
10783,3080,1470,1470,3080
10782,3079,1470,1470,3079
10826,3091,1476,1476,3091
10864,3102,1481,1481,3102
11085,3166,1511,1511,3166
11609,3316,1583,1583,3316
12138,3466,1655,1655,3466
12100,3456,1650,1650,3456
11631,3321,1585,1585,3321
11198,3198,1527,1527,3198
10309,2944,1405,1405,2944
9301,2656,1268,1268,2656
8475,2420,1156,1156,2420
7891,2254,1075,1075,2254
7615,2175,1038,1038,2175
7474,2134,1019,1019,2134
7476,2134,1019,1019,2134
7696,2198,1050,1050,2198
8417,2404,1147,1147,2404
9576,2735,1306,1306,2735
10279,2935,1402,1402,2935
10586,3023,1444,1444,3023
10680,3050,1456,1456,3050
10774,3076,1469,1469,3076
10792,3082,1471,1471,3082
10698,3056,1459,1459,3056
10668,3046,1454,1454,3046
10575,3020,1442,1442,3020
10644,3040,1451,1451,3040
11210,3201,1529,1529,3201
11693,3340,1595,1595,3340
11538,3295,1573,1573,3295
11233,3208,1531,1531,3208
10756,3072,1466,1466,3072
9959,2844,1358,1358,2844
9011,2574,1228,1228,2574
8151,2328,1111,1111,2328
7636,2181,1041,1041,2181
7348,2099,1002,1002,2099
7194,2054,980,980,2054
7183,2052,979,979,2052
7412,2117,1010,1010,2117
8141,2325,1110,1110,2325
9330,2665,1272,1272,2665
9913,2831,1352,1352,2831
10016,2860,1366,1366,2860
10005,2857,1364,1364,2857
9988,2852,1362,1362,2852
9898,2827,1349,1349,2827
9723,2777,1326,1326,2777
9632,2750,1313,1313,2750
9524,2720,1298,1298,2720
9521,2719,1298,1298,2719
10054,2871,1371,1371,2871
10754,3071,1466,1466,3071
10612,3030,1447,1447,3030
10274,2935,1401,1401,2935
9885,2823,1348,1348,2823
9325,2663,1272,1272,2663
8600,2456,1172,1172,2456
7873,2249,1073,1073,2249
7311,2088,997,997,2088
7015,2003,956,956,2003
6844,1954,933,933,1954
6783,1938,924,924,1938
6872,1963,937,937,1963
7168,2047,977,977,2047
7632,2179,1040,1040,2179
8181,2336,1116,1116,2336
8726,2492,1190,1190,2492
8978,2564,1224,1224,2564
8996,2569,1226,1226,2569
8889,2539,1212,1212,2539
8728,2492,1190,1190,2492
8559,2444,1166,1166,2444
8459,2416,1153,1153,2416
8528,2435,1162,1162,2435
9199,2627,1254,1254,2627
9937,2838,1355,1355,2838
9805,2800,1337,1337,2800
9518,2718,1298,1298,2718
9193,2625,1253,1253,2625
8738,2495,1191,1191,2495
8149,2327,1110,1110,2327
7520,2148,1025,1025,2148
7043,2011,960,960,2011
6729,1922,917,917,1922
6554,1872,893,893,1872
6477,1849,883,883,1849
6517,1861,888,888,1861
6693,1912,913,913,1912
7009,2002,955,955,2002
7476,2134,1019,1019,2134
8079,2307,1101,1101,2307
8429,2407,1149,1149,2407
8559,2444,1166,1166,2444
8593,2454,1171,1171,2454
8576,2449,1169,1169,2449
8462,2417,1154,1154,2417
8364,2389,1140,1140,2389
8398,2399,1145,1145,2399
9091,2596,1239,1239,2596
9896,2826,1349,1349,2826
9771,2790,1332,1332,2790
9445,2697,1288,1288,2697
9037,2581,1232,1232,2581
8453,2414,1152,1152,2414
7767,2219,1059,1059,2219
7130,2036,972,972,2036
6683,1908,911,911,1908
6430,1836,877,877,1836
6310,1802,860,860,1802
6315,1803,861,861,1803
6511,1859,888,888,1859
7110,2030,969,969,2030
8009,2288,1092,1092,2288
8719,2490,1189,1189,2490
9184,2623,1252,1252,2623
9447,2698,1288,1288,2698
9603,2742,1309,1309,2742
9638,2753,1314,1314,2753
9594,2740,1308,1308,2740
9550,2727,1302,1302,2727
9478,2707,1292,1292,2707
9487,2710,1293,1293,2710
10163,2903,1386,1386,2903
10878,3106,1483,1483,3106
10702,3056,1459,1459,3056
10322,2948,1407,1407,2948
9805,2800,1337,1337,2800
9036,2580,1232,1232,2580
8126,2321,1108,1108,2321
7360,2102,1004,1004,2102
6825,1949,930,930,1949
6525,1863,889,889,1863
6366,1818,868,868,1818
6353,1814,866,866,1814
6544,1868,892,892,1868
7251,2071,989,989,2071
8516,2432,1161,1161,2432
9268,2647,1263,1263,2647
9477,2706,1292,1292,2706
9630,2750,1312,1312,2750
9780,2793,1333,1333,2793
9832,2808,1340,1340,2808
9815,2803,1338,1338,2803
9821,2805,1339,1339,2805
9773,2791,1332,1332,2791
9871,2819,1346,1346,2819
10449,2985,1424,1424,2985
11079,3165,1510,1510,3165
10981,3136,1497,1497,3136
10679,3050,1456,1456,3050
10229,2921,1394,1394,2921
9529,2721,1299,1299,2721
8609,2459,1174,1174,2459
7809,2230,1065,1065,2230
7299,2084,995,995,2084
7024,2006,958,958,2006
6910,1973,942,942,1973
6923,1977,944,944,1977
7172,2048,978,978,2048
7956,2272,1085,1085,2272
9281,2650,1265,1265,2650
9915,2832,1352,1352,2832
9989,2853,1362,1362,2853
9955,2843,1358,1358,2843
9932,2836,1354,1354,2836
9850,2813,1343,1343,2813
9737,2780,1328,1328,2780
9660,2759,1317,1317,2759
9608,2744,1310,1310,2744
9711,2774,1324,1324,2774
10407,2972,1418,1418,2972
11254,3214,1535,1535,3214
11216,3203,1530,1530,3203
10959,3130,1494,1494,3130
10560,3016,1439,1439,3016
9865,2817,1345,1345,2817
8966,2560,1222,1222,2560
8145,2326,1110,1110,2326
7604,2172,1036,1036,2172
7334,2094,999,999,2094
7209,2058,983,983,2058
7240,2068,987,987,2068
7477,2135,1020,1020,2135
8217,2347,1120,1120,2347
9528,2721,1299,1299,2721
10187,2910,1388,1388,2910
10291,2939,1403,1403,2939
10298,2941,1404,1404,2941
10272,2934,1400,1400,2934
10173,2905,1387,1387,2905
10035,2866,1368,1368,2866
9986,2852,1362,1362,2852
9905,2829,1350,1350,2829
10024,2863,1367,1367,2863
10758,3072,1467,1467,3072
11410,3259,1555,1555,3259
11345,3240,1547,1547,3240
11079,3164,1510,1510,3164
10654,3042,1453,1453,3042
9940,2839,1355,1355,2839
9032,2580,1232,1232,2580
8197,2341,1117,1117,2341
7669,2190,1045,1045,2190
7389,2110,1007,1007,2110
7243,2068,987,987,2068
7254,2072,989,989,2072
7472,2134,1019,1019,2134
8199,2341,1118,1118,2341
9450,2699,1288,1288,2699
10097,2884,1377,1377,2884
